job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
NLP Engineer,112266,MI,United States,M,United States,50,"Azure, Kubernetes, AWS",Associate,3,Transportation,5.7,Cloud AI Solutions,1,1,0,0,1,0,0.05314625850340136,0.042261904761904764
Machine Learning Engineer,177507,EX,Sweden,M,Sweden,50,"Deep Learning, SQL, PyTorch, Git",Master,16,Gaming,7.0,Cloud AI Solutions,3,1,2,0,1,0,0.05085034013605442,0.03988095238095238
AI Consultant,89562,MI,Germany,L,Germany,0,"PyTorch, Kubernetes, Python, SQL, TensorFlow",PhD,4,Retail,9.4,Neural Networks Co,1,2,3,0,0,0,0.05136054421768708,0.04149659863945578
AI Specialist,89602,EN,Denmark,M,Portugal,50,"Computer Vision, Java, Python, Scala",PhD,1,Finance,5.5,Digital Transformation LLC,0,1,3,0,0,1,0.049829931972789114,0.005782312925170068
NLP Engineer,212513,EX,South Korea,L,India,50,"Python, AWS, Tableau",Associate,10,Technology,7.1,DataVision Ltd,3,2,0,1,0,0,0.053061224489795916,0.03784013605442177
Autonomous Systems Engineer,162901,EX,Norway,S,Nigeria,0,"Scala, Kubernetes, Linux, NLP",PhD,12,Retail,7.4,AI Innovations,3,0,3,1,0,0,0.04846938775510204,0.005357142857142857
Research Scientist,105432,EX,China,M,China,0,"Spark, Kubernetes, Java, Statistics, TensorFlow",Bachelor,17,Energy,7.7,Digital Transformation LLC,3,1,1,0,0,0,0.050085034013605444,0.04353741496598639
Deep Learning Engineer,72594,MI,Israel,S,Israel,100,"PyTorch, Computer Vision, Tableau, AWS, SQL",Bachelor,4,Education,7.6,TechCorp Inc,1,0,1,0,1,0,0.05187074829931973,0.04098639455782313
Robotics Engineer,143200,MI,Denmark,L,Denmark,100,"Spark, Computer Vision, Data Visualization, GCP, AWS",PhD,3,Transportation,7.2,Smart Analytics,1,2,3,0,0,1,0.049829931972789114,0.03843537414965986
Autonomous Systems Engineer,234891,EX,South Korea,L,South Korea,0,"Spark, Scala, Statistics, Computer Vision",Master,19,Retail,7.0,Future Systems,3,2,2,0,0,0,0.053061224489795916,0.04013605442176871
AI Product Manager,141155,MI,Switzerland,L,Switzerland,0,"Hadoop, Mathematics, Tableau",PhD,3,Real Estate,6.8,Future Systems,1,2,3,0,0,1,0.04957482993197279,0.04175170068027211
Autonomous Systems Engineer,59228,EN,Canada,S,Canada,0,"TensorFlow, Python, Java, Spark, Kubernetes",Associate,0,Retail,8.8,Algorithmic Solutions,0,0,0,0,0,1,0.053316326530612246,0.04336734693877551
Computer Vision Engineer,117343,MI,Norway,L,Norway,100,"Docker, Computer Vision, MLOps",Associate,2,Energy,6.7,AI Innovations,1,2,0,0,0,1,0.04846938775510204,0.03903061224489796
Computer Vision Engineer,58879,EN,Germany,L,Germany,100,"TensorFlow, Spark, PyTorch, Git",Master,0,Government,7.5,Cloud AI Solutions,0,2,2,1,0,0,0.05136054421768708,0.04149659863945578
Computer Vision Engineer,72234,EN,Ireland,M,Ireland,50,"Java, Statistics, SQL, Python, Kubernetes",Associate,1,Telecommunications,9.1,Algorithmic Solutions,0,1,0,0,1,0,0.05127551020408163,0.04311224489795919
ML Ops Engineer,95730,SE,Israel,S,Israel,0,"Tableau, Kubernetes, TensorFlow, Data Visualization, NLP",Master,5,Consulting,6.2,Quantum Computing Inc,2,0,2,0,1,0,0.05187074829931973,0.04098639455782313
NLP Engineer,207301,EX,United Kingdom,M,United Kingdom,100,"Java, SQL, Spark, TensorFlow",Master,15,Real Estate,6.5,DeepTech Ventures,3,1,2,1,0,0,0.052636054421768705,0.042006802721088435
Machine Learning Researcher,168185,SE,Ireland,L,Ireland,50,"Computer Vision, Git, Python, TensorFlow",Bachelor,7,Consulting,7.5,DataVision Ltd,2,2,1,0,0,0,0.05127551020408163,0.04311224489795919
AI Consultant,75173,EN,Japan,S,Belgium,100,"Python, TensorFlow, Mathematics, Git",Associate,0,Real Estate,5.4,Cloud AI Solutions,0,0,0,1,0,0,0.050085034013605444,0.006377551020408163
Computer Vision Engineer,96894,MI,South Korea,L,Vietnam,100,"Scala, Spark, Data Visualization",Master,4,Gaming,5.2,AI Innovations,1,2,2,0,1,0,0.053061224489795916,0.007227891156462585
Machine Learning Engineer,63898,EN,Ireland,S,Ireland,100,"Mathematics, MLOps, GCP",Associate,0,Technology,6.3,Digital Transformation LLC,0,0,0,0,0,0,0.05127551020408163,0.04311224489795919
Machine Learning Engineer,119705,MI,Denmark,L,Switzerland,0,"MLOps, Python, R, AWS, Docker",Bachelor,3,Education,7.2,Quantum Computing Inc,1,2,1,0,0,1,0.049829931972789114,0.04175170068027211
Machine Learning Researcher,208808,EX,Ireland,M,Estonia,100,"Java, Python, PyTorch, SQL",Associate,16,Healthcare,5.3,Autonomous Tech,3,1,0,0,0,0,0.05127551020408163,0.006717687074829932
AI Product Manager,143207,SE,Israel,M,Germany,0,"Python, NLP, TensorFlow",PhD,7,Telecommunications,8.9,Algorithmic Solutions,2,1,3,0,0,0,0.05187074829931973,0.04149659863945578
AI Research Scientist,90590,MI,United Kingdom,S,United Kingdom,100,"Python, TensorFlow, Azure, Hadoop",Master,3,Real Estate,6.8,Quantum Computing Inc,1,0,2,0,1,0,0.052636054421768705,0.042006802721088435
Machine Learning Engineer,164834,SE,Denmark,S,Czech Republic,50,"SQL, Scala, Hadoop",PhD,9,Education,7.8,Cognitive Computing,2,0,3,0,1,0,0.049829931972789114,0.006122448979591836
Robotics Engineer,217171,EX,United Kingdom,S,United Kingdom,0,"R, Java, Data Visualization, Git, TensorFlow",Master,16,Healthcare,6.2,AI Innovations,3,0,2,1,0,0,0.052636054421768705,0.042006802721088435
NLP Engineer,85771,MI,Austria,L,Austria,0,"Kubernetes, Python, AWS, GCP, Linux",Associate,4,Retail,5.3,Quantum Computing Inc,1,2,0,0,1,0,0.04625850340136054,0.03860544217687075
AI Software Engineer,191195,SE,Switzerland,M,Switzerland,100,"PyTorch, Python, Docker, Kubernetes, Hadoop",Master,5,Healthcare,5.2,AI Innovations,2,1,2,0,0,1,0.04957482993197279,0.04175170068027211
Data Scientist,57666,EN,United States,S,Germany,0,"Python, TensorFlow, MLOps",Master,1,Telecommunications,6.4,AI Innovations,0,0,2,0,1,0,0.05314625850340136,0.04149659863945578
Autonomous Systems Engineer,135214,SE,Singapore,S,Singapore,50,"R, SQL, Computer Vision, Java, Deep Learning",PhD,9,Education,8.2,DataVision Ltd,2,0,3,0,0,0,0.05204081632653061,0.04175170068027211
Machine Learning Researcher,79501,MI,Australia,S,Austria,0,"R, Hadoop, AWS, Docker",Master,3,Energy,8.1,DeepTech Ventures,1,0,2,0,0,1,0.047448979591836735,0.03860544217687075
Machine Learning Engineer,80523,MI,South Korea,L,South Korea,100,"Statistics, PyTorch, NLP, Azure",Master,3,Real Estate,6.7,Quantum Computing Inc,1,2,2,0,1,0,0.053061224489795916,0.04013605442176871
ML Ops Engineer,84467,EN,Ireland,L,Ireland,0,"SQL, Docker, Computer Vision",Master,0,Transportation,9.7,Predictive Systems,0,2,2,0,1,0,0.05127551020408163,0.04311224489795919
Research Scientist,91813,MI,Ireland,M,Ireland,0,"R, Mathematics, Tableau, NLP, Data Visualization",Bachelor,3,Gaming,7.9,TechCorp Inc,1,1,1,0,0,1,0.05127551020408163,0.04311224489795919
Machine Learning Engineer,74097,MI,Finland,S,Brazil,50,"Hadoop, Python, MLOps",Master,4,Healthcare,9.1,Quantum Computing Inc,1,0,2,0,0,0,0.04855442176870748,0.006292517006802721
AI Specialist,29786,EN,China,M,Latvia,50,"Spark, Statistics, Data Visualization",Bachelor,0,Telecommunications,7.3,Advanced Robotics,0,1,1,0,0,1,0.050085034013605444,0.004166666666666667
Research Scientist,91339,EN,Sweden,L,Luxembourg,50,"Hadoop, Kubernetes, Computer Vision, TensorFlow, GCP",Bachelor,0,Finance,7.5,DataVision Ltd,0,2,1,0,0,1,0.05085034013605442,0.006207482993197279
NLP Engineer,248395,EX,Germany,M,Germany,100,"Kubernetes, Data Visualization, Java, Scala, MLOps",Master,11,Energy,7.6,Digital Transformation LLC,3,1,2,1,0,0,0.05136054421768708,0.04149659863945578
Robotics Engineer,62199,EN,Germany,S,Russia,50,"Data Visualization, Python, Deep Learning, Computer Vision",Bachelor,0,Retail,5.9,DataVision Ltd,0,0,1,0,0,0,0.05136054421768708,0.006802721088435374
Deep Learning Engineer,141394,SE,Netherlands,M,Chile,50,"Hadoop, TensorFlow, Python",Bachelor,5,Telecommunications,8.8,Cloud AI Solutions,2,1,1,0,1,0,0.050425170068027214,0.005272108843537415
Deep Learning Engineer,205050,SE,United States,L,United States,100,"Kubernetes, Deep Learning, PyTorch, TensorFlow, SQL",Bachelor,7,Retail,5.3,Autonomous Tech,2,2,1,1,0,0,0.05314625850340136,0.042261904761904764
ML Ops Engineer,63688,EN,Israel,S,Israel,50,"Data Visualization, Git, Computer Vision",PhD,1,Real Estate,8.3,Advanced Robotics,0,0,3,0,1,0,0.05187074829931973,0.04098639455782313
Machine Learning Researcher,112134,MI,Denmark,M,Denmark,0,"Scala, SQL, Mathematics, Java, Python",Associate,3,Consulting,7.7,Cloud AI Solutions,1,1,0,0,0,0,0.049829931972789114,0.03843537414965986
AI Software Engineer,133696,EX,Canada,M,Canada,50,"AWS, Deep Learning, R, Computer Vision",Master,15,Government,6.5,Neural Networks Co,3,1,2,1,0,0,0.053316326530612246,0.04336734693877551
Robotics Engineer,65205,SE,China,M,Kenya,100,"PyTorch, TensorFlow, Deep Learning",PhD,9,Finance,9.5,DataVision Ltd,2,1,3,0,0,1,0.050085034013605444,0.006207482993197279
ML Ops Engineer,158518,SE,Japan,L,United Kingdom,0,"GCP, NLP, Deep Learning, Docker, R",Bachelor,6,Healthcare,7.2,Quantum Computing Inc,2,2,1,0,1,0,0.050085034013605444,0.042006802721088435
Machine Learning Engineer,62978,EN,Germany,S,Germany,100,"Statistics, Linux, Computer Vision, Deep Learning",PhD,1,Energy,8.9,Autonomous Tech,0,0,3,0,0,0,0.05136054421768708,0.04149659863945578
AI Specialist,166212,SE,Sweden,L,Sweden,100,"Linux, Spark, Computer Vision, Data Visualization, Python",PhD,7,Manufacturing,7.3,Future Systems,2,2,3,0,0,1,0.05085034013605442,0.03988095238095238
Machine Learning Researcher,115785,MI,United Kingdom,L,United Kingdom,100,"Git, PyTorch, Kubernetes, Scala, Hadoop",PhD,4,Automotive,5.0,Predictive Systems,1,2,3,0,0,0,0.052636054421768705,0.042006802721088435
Computer Vision Engineer,43491,EX,India,S,Vietnam,0,"Azure, TensorFlow, Scala",Bachelor,12,Healthcare,7.5,Autonomous Tech,3,0,1,1,0,0,0.03945578231292517,0.007227891156462585
AI Specialist,143291,EX,France,S,France,50,"PyTorch, R, TensorFlow, Computer Vision, GCP",PhD,14,Education,9.6,Cognitive Computing,3,0,3,0,0,0,0.050255102040816325,0.04319727891156463
Deep Learning Engineer,92722,MI,Singapore,L,Singapore,100,"MLOps, Spark, Data Visualization",Bachelor,3,Consulting,9.8,Future Systems,1,2,1,1,0,0,0.05204081632653061,0.04175170068027211
Machine Learning Engineer,77044,EN,Norway,S,France,100,"Azure, AWS, Git",PhD,1,Transportation,5.4,Autonomous Tech,0,0,3,1,0,0,0.04846938775510204,0.04319727891156463
Machine Learning Engineer,158103,EX,Germany,M,Denmark,50,"Hadoop, SQL, Java, GCP, PyTorch",PhD,11,Transportation,5.6,AI Innovations,3,1,3,0,1,0,0.05136054421768708,0.03843537414965986
NLP Engineer,99897,EN,Switzerland,S,Switzerland,0,"Tableau, SQL, Linux",Associate,1,Energy,5.5,TechCorp Inc,0,0,0,0,0,0,0.04957482993197279,0.04175170068027211
Machine Learning Engineer,219297,EX,Singapore,L,Singapore,50,"Kubernetes, Scala, Spark, Deep Learning, Statistics",Associate,15,Automotive,6.6,Machine Intelligence Group,3,2,0,1,0,0,0.05204081632653061,0.04175170068027211
Principal Data Scientist,126761,SE,Austria,S,Austria,0,"Java, Kubernetes, Python, Computer Vision, TensorFlow",Associate,9,Energy,8.6,DeepTech Ventures,2,0,0,1,0,0,0.04625850340136054,0.03860544217687075
Autonomous Systems Engineer,91038,EN,Sweden,L,Sweden,0,"Python, Java, AWS, Mathematics",Associate,1,Consulting,5.5,Predictive Systems,0,2,0,0,0,0,0.05085034013605442,0.03988095238095238
AI Specialist,26722,EN,India,L,India,50,"Azure, SQL, Java, PyTorch",Bachelor,1,Education,6.8,TechCorp Inc,0,2,1,0,0,0,0.03945578231292517,0.03784013605442177
ML Ops Engineer,59456,EN,Ireland,S,Ireland,50,"Linux, Python, Data Visualization, Mathematics",Master,1,Retail,5.6,Cloud AI Solutions,0,0,2,1,0,0,0.05127551020408163,0.04311224489795919
Deep Learning Engineer,212207,SE,Switzerland,M,Switzerland,100,"Tableau, Scala, Java, Spark, Linux",PhD,8,Gaming,6.9,Future Systems,2,1,3,0,0,0,0.04957482993197279,0.04175170068027211
NLP Engineer,99340,EX,China,S,China,0,"Computer Vision, Mathematics, PyTorch, TensorFlow",Master,19,Healthcare,7.4,Autonomous Tech,3,0,2,0,1,0,0.050085034013605444,0.04353741496598639
ML Ops Engineer,109778,MI,Netherlands,L,Netherlands,50,"Scala, GCP, Mathematics",PhD,3,Media,8.9,Smart Analytics,1,2,3,1,0,0,0.050425170068027214,0.04047619047619048
Machine Learning Researcher,87108,EN,Netherlands,L,Netherlands,0,"PyTorch, Java, Scala, Docker, TensorFlow",Bachelor,0,Gaming,7.6,TechCorp Inc,0,2,1,0,0,1,0.050425170068027214,0.04047619047619048
AI Software Engineer,127811,SE,Netherlands,L,Ireland,50,"Scala, Azure, Docker, AWS, Mathematics",Associate,7,Automotive,9.6,Quantum Computing Inc,2,2,0,1,0,0,0.050425170068027214,0.04311224489795919
Data Scientist,115314,MI,Denmark,M,Finland,0,"Java, Git, R, Azure",Bachelor,3,Real Estate,7.9,Smart Analytics,1,1,1,0,0,0,0.049829931972789114,0.03792517006802721
Principal Data Scientist,74509,SE,China,L,Vietnam,100,"TensorFlow, Docker, Kubernetes, GCP, Data Visualization",Bachelor,9,Education,7.3,Autonomous Tech,2,2,1,0,0,0,0.050085034013605444,0.007227891156462585
Data Analyst,207950,EX,Ireland,S,Portugal,0,"Hadoop, GCP, Statistics, Deep Learning",Bachelor,16,Gaming,5.1,Cognitive Computing,3,0,1,1,0,0,0.05127551020408163,0.005782312925170068
AI Specialist,122016,SE,Germany,L,Australia,50,"Kubernetes, Hadoop, Tableau, PyTorch",Bachelor,7,Education,9.1,Smart Analytics,2,2,1,0,0,1,0.05136054421768708,0.039965986394557826
Research Scientist,54769,EN,South Korea,S,South Korea,0,"Python, Scala, Java",Bachelor,1,Consulting,7.9,TechCorp Inc,0,0,1,1,0,0,0.053061224489795916,0.04013605442176871
Computer Vision Engineer,95328,MI,United Kingdom,S,United Kingdom,50,"MLOps, Spark, Git, Deep Learning",PhD,3,Technology,8.5,Smart Analytics,1,0,3,0,0,1,0.052636054421768705,0.042006802721088435
AI Research Scientist,183702,SE,Switzerland,L,Switzerland,50,"Computer Vision, Tableau, Git, MLOps, NLP",PhD,8,Telecommunications,9.6,DeepTech Ventures,2,2,3,0,1,0,0.04957482993197279,0.04175170068027211
AI Software Engineer,118002,SE,France,L,Czech Republic,0,"Kubernetes, GCP, Azure, Java, R",Master,6,Real Estate,9.7,Advanced Robotics,2,2,2,0,0,1,0.050255102040816325,0.006122448979591836
Data Scientist,143376,SE,Norway,S,Norway,50,"PyTorch, Mathematics, Deep Learning, Linux, AWS",Associate,8,Transportation,7.7,Advanced Robotics,2,0,0,1,0,0,0.04846938775510204,0.03903061224489796
Head of AI,247125,EX,Singapore,L,Singapore,100,"TensorFlow, Git, Java, Azure, NLP",PhD,18,Energy,6.1,Advanced Robotics,3,2,3,0,1,0,0.05204081632653061,0.04175170068027211
AI Research Scientist,120260,SE,Sweden,S,Sweden,50,"Computer Vision, MLOps, Deep Learning, Spark, PyTorch",Associate,9,Consulting,5.4,DataVision Ltd,2,0,0,0,0,1,0.05085034013605442,0.03988095238095238
Data Scientist,98004,EN,Norway,M,Israel,0,"Git, AWS, GCP, Deep Learning, Docker",Master,1,Telecommunications,6.7,Machine Intelligence Group,0,1,2,0,0,1,0.04846938775510204,0.04098639455782313
Robotics Engineer,105151,SE,Ireland,M,Ireland,50,"Git, TensorFlow, Tableau, SQL, Deep Learning",Bachelor,9,Government,6.4,Neural Networks Co,2,1,1,0,0,0,0.05127551020408163,0.04311224489795919
AI Product Manager,92735,EN,Germany,L,Chile,0,"Tableau, SQL, TensorFlow",PhD,0,Finance,5.2,TechCorp Inc,0,2,3,0,0,1,0.05136054421768708,0.005272108843537415
AI Product Manager,74909,EX,India,L,Argentina,100,"Statistics, Kubernetes, Git, GCP, Python",Master,17,Media,9.2,Algorithmic Solutions,3,2,2,0,0,0,0.03945578231292517,0.0068877551020408165
Computer Vision Engineer,64591,EN,Netherlands,L,Netherlands,0,"Scala, AWS, SQL, Python",Bachelor,1,Finance,6.5,Neural Networks Co,0,2,1,0,1,0,0.050425170068027214,0.04047619047619048
Data Analyst,127106,SE,United States,S,Estonia,50,"Python, R, NLP, MLOps, Java",Bachelor,8,Automotive,5.4,Advanced Robotics,2,0,1,0,0,0,0.05314625850340136,0.006717687074829932
Autonomous Systems Engineer,59257,SE,China,L,China,50,"R, Mathematics, Tableau",Bachelor,8,Education,9.6,DeepTech Ventures,2,2,1,0,0,0,0.050085034013605444,0.04353741496598639
NLP Engineer,94197,MI,Switzerland,S,Norway,100,"Spark, TensorFlow, Deep Learning, GCP",Associate,4,Finance,5.3,Future Systems,1,0,0,0,0,1,0.04957482993197279,0.03903061224489796
AI Architect,70038,MI,Austria,M,Austria,50,"Git, PyTorch, Deep Learning",Associate,3,Finance,8.5,Machine Intelligence Group,1,1,0,1,0,0,0.04625850340136054,0.03860544217687075
Machine Learning Engineer,93630,SE,Finland,S,Finland,50,"Kubernetes, SQL, PyTorch",Master,6,Energy,6.5,Neural Networks Co,2,0,2,0,0,1,0.04855442176870748,0.03792517006802721
AI Software Engineer,91323,MI,Japan,S,Japan,0,"Linux, AWS, Python",Bachelor,3,Healthcare,5.1,DataVision Ltd,1,0,1,0,0,0,0.050085034013605444,0.03988095238095238
AI Specialist,85091,EN,Denmark,M,Denmark,100,"Mathematics, Spark, Kubernetes",Associate,1,Energy,6.5,TechCorp Inc,0,1,0,0,0,1,0.049829931972789114,0.03843537414965986
Computer Vision Engineer,113846,SE,France,S,France,100,"SQL, Git, R, Hadoop, Docker",Associate,6,Energy,7.8,DataVision Ltd,2,0,0,0,0,1,0.050255102040816325,0.04319727891156463
Head of AI,106493,MI,Norway,M,Norway,0,"Linux, Scala, PyTorch, MLOps, Tableau",Master,4,Real Estate,7.1,AI Innovations,1,1,2,0,0,1,0.04846938775510204,0.03903061224489796
AI Research Scientist,132643,SE,Netherlands,M,Netherlands,50,"TensorFlow, NLP, Linux, GCP, Data Visualization",Associate,9,Telecommunications,8.3,AI Innovations,2,1,0,0,0,0,0.050425170068027214,0.04047619047619048
Computer Vision Engineer,140330,EX,Finland,S,Belgium,50,"Python, Scala, Hadoop, Computer Vision, TensorFlow",PhD,16,Technology,7.5,DeepTech Ventures,3,0,3,0,0,1,0.04855442176870748,0.006377551020408163
NLP Engineer,124557,SE,Canada,S,Canada,100,"Scala, PyTorch, SQL, Data Visualization",Associate,9,Technology,9.7,Cloud AI Solutions,2,0,0,0,1,0,0.053316326530612246,0.04336734693877551
NLP Engineer,295862,EX,Netherlands,L,Netherlands,0,"Hadoop, GCP, Tableau, Docker, Scala",PhD,16,Technology,8.0,TechCorp Inc,3,2,3,0,1,0,0.050425170068027214,0.04047619047619048
ML Ops Engineer,145711,SE,Singapore,M,Singapore,100,"Scala, Docker, Statistics, Deep Learning, Computer Vision",Bachelor,5,Real Estate,9.4,Predictive Systems,2,1,1,0,0,1,0.05204081632653061,0.04175170068027211
ML Ops Engineer,90379,MI,Australia,S,Italy,100,"Data Visualization, Docker, Python, TensorFlow",Master,4,Finance,7.5,Predictive Systems,1,0,2,1,0,0,0.047448979591836735,0.005612244897959183
Data Engineer,67558,MI,Sweden,S,Sweden,50,"NLP, Python, Mathematics, AWS, Scala",Bachelor,3,Education,5.2,Future Systems,1,0,1,1,0,0,0.05085034013605442,0.03988095238095238
AI Architect,110208,MI,Switzerland,S,Switzerland,0,"SQL, Hadoop, R",PhD,4,Technology,9.8,AI Innovations,1,0,3,0,0,0,0.04957482993197279,0.04175170068027211
AI Specialist,111124,EX,China,M,Germany,50,"Python, Data Visualization, TensorFlow, Java",Associate,10,Consulting,5.1,Predictive Systems,3,1,0,0,0,1,0.050085034013605444,0.04149659863945578
Head of AI,202722,EX,Finland,L,Finland,100,"AWS, Git, Python, Deep Learning, Spark",Bachelor,16,Healthcare,6.2,Neural Networks Co,3,2,1,1,0,0,0.04855442176870748,0.03792517006802721
AI Architect,178535,EX,Austria,M,Japan,0,"MLOps, Git, Java, Kubernetes, Computer Vision",PhD,12,Automotive,5.8,Advanced Robotics,3,1,3,0,0,0,0.04625850340136054,0.03988095238095238
AI Research Scientist,86185,MI,Israel,L,Israel,50,"Statistics, Computer Vision, Data Visualization, Scala, MLOps",Bachelor,4,Government,5.6,Neural Networks Co,1,2,1,1,0,0,0.05187074829931973,0.04098639455782313
AI Specialist,79437,EN,Netherlands,M,Netherlands,100,"Tableau, Hadoop, Java",Master,0,Finance,6.8,Cognitive Computing,0,1,2,0,0,1,0.050425170068027214,0.04047619047619048
Machine Learning Engineer,156202,EX,Ireland,S,China,0,"TensorFlow, Data Visualization, Python",Bachelor,14,Media,6.6,Predictive Systems,3,0,1,0,0,0,0.05127551020408163,0.04353741496598639
Head of AI,83657,EN,Ireland,L,Ireland,0,"Python, MLOps, Data Visualization, Spark",Master,0,Government,6.4,Predictive Systems,0,2,2,0,1,0,0.05127551020408163,0.04311224489795919
AI Architect,105371,MI,Norway,S,Colombia,100,"R, MLOps, Spark, PyTorch, GCP",Bachelor,4,Finance,9.7,Algorithmic Solutions,1,0,1,0,1,0,0.04846938775510204,0.006377551020408163
