job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
Computer Vision Engineer,EN,Switzerland,S,Kenya,50,Bachelor,0,Real Estate,8.2
AI Architect,MI,Germany,S,Germany,0,Associate,3,Media,9.0
Computer Vision Engineer,EN,United States,S,United States,100,PhD,1,Gaming,9.3
Autonomous Systems Engineer,EX,Ireland,M,Ireland,100,PhD,18,Energy,5.3
Robotics Engineer,EN,Netherlands,L,Netherlands,0,Master,0,Education,8.5
AI Product Manager,SE,Germany,L,Germany,100,Master,5,Real Estate,9.4
Head of AI,EN,Australia,L,Australia,100,Associate,1,Government,5.5
Machine Learning Researcher,MI,United Kingdom,M,South Africa,100,Associate,2,Retail,8.3
Data Engineer,MI,Norway,L,Norway,50,Master,4,Technology,9.3
NLP Engineer,SE,Germany,M,Germany,100,Bachelor,5,Education,5.9
Research Scientist,EX,Germany,S,Germany,0,PhD,14,Finance,7.7
AI Research Scientist,EN,Ireland,L,Ireland,0,PhD,1,Transportation,7.4
Data Scientist,EX,Ireland,M,Ireland,100,PhD,10,Finance,7.7
Head of AI,EX,Israel,M,Austria,50,Bachelor,18,Government,6.1
Research Scientist,EX,Switzerland,L,China,0,Associate,10,Manufacturing,5.5
Head of AI,EX,Israel,S,Portugal,100,PhD,11,Government,7.1
Deep Learning Engineer,EX,Canada,M,Canada,50,Bachelor,10,Finance,7.2
NLP Engineer,EX,Ireland,L,Ireland,50,Bachelor,15,Consulting,7.2
AI Product Manager,MI,Denmark,S,Canada,50,Master,3,Manufacturing,6.9
Machine Learning Engineer,SE,France,S,France,0,Bachelor,5,Government,8.2
Research Scientist,EN,United States,S,Sweden,0,Bachelor,1,Government,6.6
NLP Engineer,MI,Canada,M,Canada,50,Associate,4,Gaming,5.0
Data Engineer,MI,Ireland,L,Ireland,100,Bachelor,2,Automotive,8.3
Deep Learning Engineer,EN,China,L,China,0,Associate,0,Government,8.3
AI Research Scientist,SE,Australia,M,Ireland,100,Bachelor,5,Automotive,6.6
AI Research Scientist,MI,United Kingdom,M,Romania,0,Associate,4,Finance,6.1
Autonomous Systems Engineer,EX,United States,M,United States,100,PhD,10,Healthcare,6.2
Head of AI,MI,Ireland,M,Ireland,0,Master,2,Transportation,6.0
Robotics Engineer,SE,South Korea,M,South Korea,100,Master,9,Transportation,8.6
AI Specialist,SE,Ireland,L,Ireland,100,Associate,6,Transportation,7.6
Head of AI,MI,United Kingdom,L,United Kingdom,0,Master,4,Real Estate,7.5
Deep Learning Engineer,EX,United Kingdom,S,Portugal,0,Master,10,Energy,5.1
Deep Learning Engineer,EX,Austria,L,Austria,50,PhD,11,Education,9.8
Robotics Engineer,MI,Singapore,L,Singapore,0,Master,3,Government,6.5
ML Ops Engineer,MI,Israel,S,Sweden,100,Master,2,Real Estate,5.2
AI Specialist,EN,Austria,S,Netherlands,100,Master,1,Government,8.6
Machine Learning Engineer,EN,France,S,France,50,Associate,0,Government,6.7
Robotics Engineer,EN,China,L,China,100,PhD,1,Education,5.3
Computer Vision Engineer,MI,Japan,L,Japan,50,Master,3,Education,9.2
Data Engineer,EX,Finland,S,Finland,100,Master,17,Government,6.3
AI Research Scientist,EN,Germany,L,South Africa,50,PhD,0,Media,8.5
AI Consultant,EN,Finland,S,Finland,100,Master,0,Consulting,6.8
Data Scientist,EN,India,M,India,0,Associate,0,Gaming,8.2
AI Architect,MI,Norway,S,Norway,50,PhD,3,Government,6.6
Data Analyst,MI,United States,L,United States,100,Associate,2,Energy,5.4
Head of AI,SE,Netherlands,M,Netherlands,50,PhD,7,Automotive,6.6
AI Architect,EX,South Korea,L,South Korea,50,PhD,13,Education,7.1
Machine Learning Researcher,EX,France,M,France,0,Master,18,Manufacturing,8.5
Research Scientist,SE,United Kingdom,M,Indonesia,50,Master,7,Media,8.2
Head of AI,EN,United States,L,United States,100,Master,1,Finance,9.6
Autonomous Systems Engineer,SE,China,S,China,0,Master,6,Transportation,5.9
Machine Learning Engineer,MI,China,M,Malaysia,100,Bachelor,4,Retail,7.5
ML Ops Engineer,MI,India,L,India,0,Master,3,Automotive,9.2
Data Analyst,SE,Norway,L,Norway,0,PhD,8,Media,5.9
AI Specialist,SE,Norway,L,Norway,100,PhD,8,Technology,6.2
AI Specialist,MI,Norway,S,Israel,100,Bachelor,2,Energy,6.3
Data Engineer,EN,India,M,India,0,Master,1,Gaming,6.4
Deep Learning Engineer,EX,Israel,S,Ghana,0,Master,18,Healthcare,9.1
Principal Data Scientist,EX,India,M,Estonia,0,Master,16,Technology,7.5
Data Engineer,EN,France,S,France,100,Bachelor,1,Media,8.7
Machine Learning Engineer,EN,United Kingdom,S,United Kingdom,50,Bachelor,1,Healthcare,5.3
Machine Learning Researcher,EN,Australia,S,Australia,100,Master,1,Telecommunications,6.8
Machine Learning Engineer,MI,United Kingdom,S,United Kingdom,100,Master,4,Energy,9.8
Machine Learning Engineer,MI,Finland,M,Finland,50,Bachelor,3,Finance,6.1
NLP Engineer,MI,Sweden,S,Sweden,0,Associate,3,Media,8.2
Data Scientist,SE,Germany,M,Germany,50,Associate,5,Technology,6.4
AI Software Engineer,EX,United Kingdom,S,United Kingdom,0,Bachelor,18,Manufacturing,7.7
Machine Learning Engineer,EX,Finland,M,Philippines,0,Bachelor,17,Retail,5.1
Data Engineer,MI,South Korea,M,South Korea,0,Bachelor,4,Finance,9.3
Data Analyst,MI,United States,L,Czech Republic,0,Master,2,Technology,6.2
Computer Vision Engineer,EN,United Kingdom,L,United Kingdom,100,Associate,0,Automotive,9.7
Principal Data Scientist,EX,Singapore,M,Singapore,100,PhD,13,Telecommunications,5.2
AI Software Engineer,EX,Denmark,M,Israel,0,Associate,13,Education,5.9
AI Research Scientist,MI,Israel,M,Israel,100,Master,3,Government,9.2
Machine Learning Researcher,EX,Switzerland,M,Switzerland,50,Bachelor,12,Technology,8.6
Data Scientist,EX,Israel,L,Israel,100,Bachelor,17,Retail,9.4
Autonomous Systems Engineer,SE,Japan,S,Japan,50,PhD,6,Energy,6.7
AI Consultant,EX,Canada,S,Canada,0,Bachelor,14,Transportation,8.5
AI Architect,EN,United Kingdom,L,United Kingdom,0,PhD,1,Real Estate,7.3
AI Consultant,EX,Sweden,S,Sweden,0,Bachelor,10,Gaming,6.6
Principal Data Scientist,SE,France,S,France,0,Bachelor,5,Education,6.0
Data Analyst,EN,Sweden,M,Sweden,100,Associate,0,Gaming,6.9
Machine Learning Researcher,SE,Switzerland,S,Switzerland,50,PhD,9,Consulting,7.1
Head of AI,EN,Norway,S,Norway,0,Bachelor,0,Education,9.8
Data Engineer,SE,Finland,S,Finland,0,Master,5,Finance,6.3
Robotics Engineer,MI,Japan,S,Japan,0,Master,3,Consulting,8.7
Machine Learning Engineer,SE,Israel,M,Israel,0,Associate,5,Transportation,9.3
Principal Data Scientist,MI,Denmark,S,United States,50,Associate,4,Education,5.8
Head of AI,MI,Switzerland,S,Austria,0,PhD,4,Consulting,8.6
Research Scientist,SE,South Korea,S,Russia,0,PhD,7,Retail,9.1
Machine Learning Researcher,MI,Ireland,S,Ireland,0,PhD,4,Automotive,7.2
Deep Learning Engineer,EN,United Kingdom,S,United Kingdom,0,Bachelor,0,Energy,6.3
AI Software Engineer,MI,Switzerland,S,Switzerland,100,PhD,3,Consulting,9.4
ML Ops Engineer,EN,Germany,L,Portugal,50,PhD,0,Consulting,5.8
Machine Learning Researcher,MI,India,M,India,100,PhD,4,Finance,5.7
AI Software Engineer,EX,Switzerland,S,Ireland,0,Bachelor,18,Finance,7.3
Data Engineer,MI,United Kingdom,L,United Kingdom,100,PhD,3,Government,8.0
Robotics Engineer,EN,United Kingdom,M,United Kingdom,50,Associate,0,Automotive,9.2
AI Consultant,MI,Israel,L,Israel,100,Master,4,Real Estate,5.8
Principal Data Scientist,SE,France,L,France,100,PhD,8,Retail,8.1
ML Ops Engineer,MI,India,M,Belgium,0,PhD,4,Government,5.1
AI Architect,EN,Switzerland,L,Finland,100,Master,1,Government,9.3
Deep Learning Engineer,EN,Japan,L,Japan,100,PhD,1,Transportation,5.1
AI Research Scientist,EX,Israel,M,Chile,0,Bachelor,19,Healthcare,9.8
AI Specialist,MI,India,L,Romania,100,Master,3,Telecommunications,5.8
Deep Learning Engineer,EN,India,L,India,100,PhD,1,Telecommunications,7.9
ML Ops Engineer,EX,Singapore,L,Singapore,50,Bachelor,18,Gaming,5.8
AI Product Manager,MI,Germany,S,Nigeria,100,PhD,4,Automotive,5.9
Computer Vision Engineer,SE,China,M,South Africa,0,Associate,5,Telecommunications,6.6
Data Scientist,EN,Ireland,L,Italy,0,PhD,0,Finance,5.9
Autonomous Systems Engineer,MI,United Kingdom,L,United Kingdom,100,PhD,3,Government,5.8
Data Analyst,MI,Austria,M,Austria,100,Bachelor,2,Gaming,5.0
AI Product Manager,EN,Ireland,S,Ireland,100,Master,1,Government,9.7
ML Ops Engineer,MI,Japan,M,Finland,100,Bachelor,2,Media,9.5
AI Architect,EN,Finland,L,Finland,50,Bachelor,0,Manufacturing,6.4
AI Specialist,SE,Japan,M,Japan,50,Bachelor,5,Education,5.0
Data Engineer,SE,Netherlands,S,Norway,100,Master,9,Automotive,8.1
AI Architect,EN,China,M,Romania,50,PhD,1,Technology,6.9
AI Software Engineer,SE,United States,L,United States,100,Master,6,Healthcare,7.8
Computer Vision Engineer,MI,Canada,L,Canada,50,Master,4,Real Estate,6.0
AI Consultant,SE,Finland,M,Denmark,100,Bachelor,8,Healthcare,8.3
AI Consultant,EX,Ireland,M,Ireland,50,Bachelor,13,Government,7.9
AI Product Manager,SE,Australia,L,Colombia,100,Associate,8,Technology,8.2
Deep Learning Engineer,SE,Israel,M,Israel,50,PhD,8,Energy,5.2
AI Consultant,SE,Sweden,M,Ireland,50,Associate,6,Retail,5.4
NLP Engineer,SE,Netherlands,S,Netherlands,100,PhD,8,Telecommunications,8.7
Robotics Engineer,MI,Switzerland,M,Switzerland,100,PhD,3,Manufacturing,6.8
Head of AI,SE,China,S,China,50,Master,7,Energy,7.0
Head of AI,EX,Switzerland,L,Switzerland,100,Associate,13,Finance,7.7
Autonomous Systems Engineer,EN,Norway,L,Norway,100,Master,1,Energy,8.0
ML Ops Engineer,SE,Singapore,L,Singapore,0,Associate,6,Consulting,6.5
Deep Learning Engineer,EN,Japan,L,Japan,0,Associate,0,Government,8.8
AI Software Engineer,SE,China,M,Germany,50,PhD,6,Manufacturing,8.6
AI Research Scientist,EX,Sweden,M,Sweden,50,Associate,19,Telecommunications,7.6
Data Scientist,SE,France,S,France,100,Master,9,Media,7.1
AI Specialist,MI,Ireland,S,Ireland,100,Bachelor,4,Manufacturing,8.9
NLP Engineer,SE,United Kingdom,M,United Kingdom,100,Bachelor,7,Real Estate,8.3
AI Software Engineer,EN,Switzerland,M,United Kingdom,50,Master,0,Education,7.4
Computer Vision Engineer,SE,Singapore,S,Singapore,50,Associate,7,Manufacturing,8.0
AI Specialist,EX,Norway,M,Norway,0,Bachelor,12,Technology,7.6
AI Specialist,MI,Switzerland,M,Switzerland,50,Associate,4,Technology,7.2
AI Software Engineer,SE,Denmark,M,Italy,100,Associate,5,Automotive,6.6
Autonomous Systems Engineer,SE,Finland,L,Egypt,0,Master,9,Technology,7.3
AI Architect,SE,Germany,S,Finland,100,Master,7,Government,8.5
Robotics Engineer,SE,China,M,China,0,Associate,6,Consulting,5.3
Research Scientist,MI,Japan,S,Japan,50,Associate,4,Real Estate,7.1
Research Scientist,EN,Israel,S,Hungary,50,PhD,1,Transportation,8.6
Robotics Engineer,SE,France,M,France,100,Associate,8,Gaming,5.0
AI Consultant,EN,Japan,L,Japan,50,Master,0,Real Estate,8.2
AI Consultant,EN,Canada,L,Canada,0,Associate,0,Telecommunications,7.6
Machine Learning Researcher,MI,Israel,S,Israel,50,Master,2,Gaming,9.5
Data Analyst,MI,United Kingdom,S,Vietnam,100,Bachelor,4,Manufacturing,7.2
ML Ops Engineer,EN,Sweden,L,Sweden,100,Associate,1,Government,6.0
Head of AI,SE,Finland,M,Finland,50,Master,6,Transportation,6.7
Principal Data Scientist,SE,Canada,L,Denmark,50,PhD,9,Consulting,8.1
AI Specialist,SE,Sweden,S,Sweden,0,Master,6,Manufacturing,6.7
Autonomous Systems Engineer,EN,Finland,S,Finland,0,Bachelor,0,Technology,9.5
Autonomous Systems Engineer,EN,France,S,Mexico,100,PhD,1,Consulting,6.6
ML Ops Engineer,EN,Canada,S,Canada,100,Bachelor,0,Consulting,6.8
ML Ops Engineer,EX,France,S,France,100,Master,18,Finance,7.9
Data Engineer,SE,South Korea,L,South Korea,0,PhD,7,Telecommunications,9.6
Computer Vision Engineer,SE,France,L,France,50,Bachelor,8,Manufacturing,5.4
Robotics Engineer,MI,Sweden,S,Sweden,0,PhD,2,Energy,6.9
AI Product Manager,MI,Canada,L,Canada,100,PhD,4,Energy,6.8
Machine Learning Researcher,MI,Denmark,L,Denmark,0,Master,3,Consulting,8.8
Machine Learning Researcher,MI,China,L,China,100,Bachelor,4,Retail,8.7
AI Product Manager,MI,France,L,Australia,100,Master,2,Education,7.7
Machine Learning Researcher,EN,Germany,L,Brazil,0,Associate,1,Retail,9.1
Research Scientist,EX,Sweden,L,Sweden,0,Bachelor,10,Education,9.4
AI Consultant,EN,Ireland,M,Portugal,100,Associate,1,Manufacturing,9.8
AI Consultant,EN,United Kingdom,L,Kenya,50,Bachelor,0,Telecommunications,10.0
Robotics Engineer,SE,Netherlands,L,Netherlands,100,Bachelor,5,Healthcare,5.1
Deep Learning Engineer,EN,Ireland,M,Ireland,0,Master,0,Consulting,5.9
AI Specialist,EN,United Kingdom,S,United Kingdom,100,Master,0,Energy,5.8
Principal Data Scientist,EX,Israel,S,Israel,0,PhD,13,Finance,6.3
Principal Data Scientist,SE,Denmark,L,Israel,100,Master,7,Manufacturing,6.0
Autonomous Systems Engineer,EX,Germany,M,Germany,100,Master,17,Education,7.7
AI Specialist,EX,Israel,M,Israel,0,Associate,17,Retail,7.9
AI Software Engineer,EX,Switzerland,L,Switzerland,50,Associate,16,Retail,8.9
AI Product Manager,MI,South Korea,S,South Africa,0,Bachelor,4,Gaming,9.2
Computer Vision Engineer,EN,Israel,S,Czech Republic,100,PhD,1,Government,8.0
Data Scientist,SE,South Korea,L,South Korea,100,PhD,7,Transportation,6.8
Autonomous Systems Engineer,EN,Austria,S,Austria,50,Associate,1,Transportation,5.9
Data Scientist,EN,Finland,M,Finland,0,Bachelor,0,Government,7.2
NLP Engineer,SE,Canada,S,Canada,100,Associate,7,Education,7.3
Principal Data Scientist,SE,Canada,S,Canada,0,Master,6,Consulting,6.1
AI Product Manager,SE,Singapore,M,Singapore,0,Master,7,Retail,8.1
ML Ops Engineer,EN,South Korea,S,Mexico,50,Bachelor,0,Consulting,9.5
NLP Engineer,SE,South Korea,L,Kenya,50,Associate,6,Manufacturing,6.3
AI Specialist,MI,Sweden,S,Sweden,50,PhD,4,Transportation,5.8
AI Product Manager,EX,Australia,S,Australia,50,Master,14,Telecommunications,6.0
AI Software Engineer,EN,United States,S,United States,100,Master,0,Telecommunications,6.7
AI Specialist,MI,Canada,L,Canada,100,PhD,4,Manufacturing,8.6
Machine Learning Engineer,MI,Denmark,L,Argentina,50,Master,4,Telecommunications,9.7
Machine Learning Engineer,SE,Austria,L,Turkey,100,Associate,7,Telecommunications,5.3
NLP Engineer,MI,Australia,L,Australia,100,Associate,2,Finance,9.2
Deep Learning Engineer,SE,Ireland,M,Ireland,100,PhD,6,Government,9.9
Research Scientist,MI,Ireland,L,Ireland,50,Associate,4,Telecommunications,5.9
AI Software Engineer,MI,China,L,India,100,Associate,2,Government,9.8
AI Consultant,SE,Australia,L,Australia,50,Bachelor,7,Government,9.5
Head of AI,MI,Japan,L,South Korea,100,PhD,3,Gaming,5.8
AI Research Scientist,SE,United Kingdom,L,United Kingdom,0,Master,5,Real Estate,6.4
AI Architect,EX,Japan,L,Japan,50,Associate,10,Automotive,8.4
Machine Learning Researcher,MI,Australia,M,Ukraine,100,Master,4,Government,9.1
NLP Engineer,EX,China,S,Indonesia,0,Bachelor,11,Manufacturing,9.3
AI Software Engineer,SE,Japan,S,Japan,0,Master,9,Transportation,6.1
AI Software Engineer,SE,Canada,L,Australia,0,Associate,9,Energy,6.6
Autonomous Systems Engineer,SE,France,L,France,50,Bachelor,6,Consulting,7.0
ML Ops Engineer,SE,United Kingdom,S,United Kingdom,100,Associate,6,Telecommunications,7.1
NLP Engineer,EN,Singapore,L,Singapore,0,PhD,0,Media,5.8
Data Analyst,MI,India,L,India,0,PhD,2,Telecommunications,6.8
Data Scientist,SE,Japan,L,Colombia,50,PhD,8,Real Estate,7.5
AI Architect,EX,South Korea,M,South Korea,50,Bachelor,19,Education,7.1
NLP Engineer,MI,Netherlands,S,Austria,100,Master,2,Technology,8.9
Machine Learning Researcher,MI,United States,L,United States,0,Bachelor,3,Finance,7.7
Deep Learning Engineer,MI,China,L,China,50,Bachelor,2,Automotive,6.3
Head of AI,SE,Israel,L,Israel,50,Associate,9,Energy,7.4
Autonomous Systems Engineer,MI,France,L,France,50,Bachelor,3,Retail,10.0
Robotics Engineer,MI,China,L,China,0,Master,4,Manufacturing,7.2
NLP Engineer,MI,Canada,L,Canada,0,Master,3,Finance,8.7
ML Ops Engineer,SE,Switzerland,S,Switzerland,100,PhD,6,Media,7.7
Machine Learning Engineer,EX,Denmark,S,Denmark,50,Associate,19,Automotive,5.9
Principal Data Scientist,EN,Netherlands,M,Singapore,0,Associate,0,Education,9.6
AI Product Manager,EN,Japan,M,Japan,50,PhD,0,Telecommunications,7.6
AI Consultant,EN,Japan,M,Japan,100,Associate,1,Education,8.5
AI Architect,EN,Japan,L,Japan,0,Associate,1,Real Estate,8.1
Head of AI,MI,South Korea,L,South Korea,100,Associate,4,Telecommunications,9.6
Data Engineer,SE,Denmark,M,Philippines,100,PhD,8,Transportation,8.5
AI Product Manager,EX,France,S,France,100,Associate,18,Consulting,7.5
AI Architect,EX,Finland,L,Finland,100,Associate,18,Retail,9.8
ML Ops Engineer,EN,United Kingdom,M,United Kingdom,50,Associate,1,Gaming,6.8
AI Research Scientist,MI,Norway,S,Norway,0,Master,4,Media,6.2
Computer Vision Engineer,EX,Israel,L,Israel,100,Bachelor,16,Consulting,6.4
Data Scientist,EX,Germany,M,Indonesia,100,Bachelor,12,Automotive,9.0
Principal Data Scientist,MI,Canada,S,Canada,100,Bachelor,4,Government,5.6
Machine Learning Researcher,SE,Switzerland,M,Spain,0,PhD,8,Education,7.4
Data Analyst,MI,France,S,France,0,Bachelor,3,Gaming,7.3
Robotics Engineer,EN,Japan,M,New Zealand,100,Associate,1,Media,7.6
Head of AI,EX,Ireland,M,Thailand,100,PhD,17,Media,9.0
Data Engineer,MI,Canada,M,Canada,0,Bachelor,4,Energy,7.5
Head of AI,MI,United States,L,United States,50,Associate,4,Education,5.1
Data Scientist,SE,Netherlands,S,Argentina,100,Bachelor,8,Technology,7.1
Machine Learning Researcher,SE,Israel,S,Israel,0,Master,8,Healthcare,7.1
Machine Learning Researcher,MI,United States,S,United States,50,PhD,3,Automotive,8.5
Principal Data Scientist,MI,Israel,L,Israel,100,Bachelor,2,Automotive,8.7
ML Ops Engineer,SE,Israel,L,Israel,100,Associate,9,Education,5.8
AI Software Engineer,EX,Denmark,M,Denmark,0,Associate,10,Healthcare,9.1
AI Research Scientist,SE,Netherlands,S,Luxembourg,50,Associate,9,Healthcare,8.2
AI Research Scientist,EN,Canada,S,Brazil,50,PhD,1,Telecommunications,8.6
AI Research Scientist,EX,Denmark,S,Denmark,50,Associate,19,Finance,7.2
Machine Learning Engineer,MI,France,L,France,50,Master,2,Government,9.2
Machine Learning Engineer,SE,Finland,L,Belgium,0,Bachelor,5,Technology,6.3
Head of AI,MI,Austria,M,Austria,50,PhD,2,Telecommunications,8.4
Head of AI,SE,France,M,France,100,Bachelor,9,Energy,8.1
AI Product Manager,SE,Australia,M,Australia,100,PhD,8,Automotive,9.1
AI Product Manager,SE,Netherlands,S,Netherlands,50,Associate,7,Manufacturing,9.9
Data Analyst,EX,Norway,L,Norway,100,Bachelor,11,Finance,10.0
AI Software Engineer,EN,Canada,M,Ireland,100,Master,0,Manufacturing,5.1
AI Product Manager,MI,India,S,India,100,Master,3,Education,8.1
Principal Data Scientist,MI,Israel,M,Israel,100,PhD,3,Gaming,5.7
Autonomous Systems Engineer,MI,Sweden,S,Australia,50,PhD,4,Retail,5.8
Head of AI,SE,Germany,L,Philippines,0,Master,7,Transportation,7.5
Research Scientist,SE,Switzerland,M,Germany,0,Master,6,Retail,8.2
NLP Engineer,MI,China,L,China,100,PhD,4,Healthcare,9.1
Head of AI,MI,Australia,S,Australia,100,Bachelor,3,Automotive,9.4
Autonomous Systems Engineer,MI,Switzerland,S,Canada,0,Master,4,Finance,9.1
AI Research Scientist,SE,Finland,L,Finland,0,Bachelor,8,Automotive,6.4
Data Analyst,SE,Sweden,M,Sweden,50,Bachelor,8,Healthcare,5.1
Data Scientist,SE,Sweden,L,Sweden,50,Bachelor,9,Energy,8.3
AI Product Manager,EN,Denmark,S,Singapore,0,PhD,0,Energy,7.7
Machine Learning Engineer,EN,South Korea,M,South Korea,0,Bachelor,0,Energy,5.2
AI Research Scientist,EN,Norway,M,Norway,100,PhD,0,Automotive,9.4
ML Ops Engineer,EX,Japan,S,Japan,100,Master,18,Real Estate,7.2
AI Research Scientist,EX,Norway,S,Norway,0,Bachelor,10,Finance,5.5
AI Specialist,MI,Netherlands,S,Netherlands,50,Bachelor,3,Technology,5.1
AI Architect,SE,Finland,S,Finland,100,Master,9,Healthcare,8.7
Head of AI,MI,Japan,L,Japan,100,PhD,4,Education,9.3
Data Engineer,EX,France,M,China,50,PhD,15,Finance,9.0
AI Consultant,SE,Germany,M,Germany,100,Master,5,Consulting,8.1
NLP Engineer,MI,Sweden,M,Latvia,0,Associate,2,Telecommunications,6.9
Head of AI,EN,Canada,M,Luxembourg,100,Associate,0,Education,5.8
NLP Engineer,EN,United Kingdom,S,United Kingdom,100,Bachelor,0,Automotive,8.8
Research Scientist,MI,Denmark,S,Denmark,50,PhD,4,Telecommunications,8.9
Deep Learning Engineer,EN,France,M,France,0,Bachelor,1,Telecommunications,5.5
AI Specialist,MI,Australia,L,Australia,50,Master,2,Transportation,7.1
Principal Data Scientist,EX,South Korea,M,South Korea,0,PhD,15,Retail,7.7
Deep Learning Engineer,EX,Norway,L,Norway,100,Master,14,Telecommunications,6.5
Machine Learning Researcher,MI,Netherlands,M,Australia,100,Associate,2,Finance,6.4
Principal Data Scientist,SE,Canada,L,Canada,100,PhD,9,Education,5.6
AI Consultant,EN,Sweden,S,Luxembourg,100,Associate,0,Manufacturing,7.6
Principal Data Scientist,MI,Denmark,M,United Kingdom,50,Bachelor,2,Education,9.3
Data Engineer,EX,China,L,China,50,Master,11,Technology,9.5
Robotics Engineer,EX,France,M,France,50,PhD,11,Real Estate,6.0
Autonomous Systems Engineer,MI,United Kingdom,S,United Kingdom,50,Associate,2,Finance,6.3
Head of AI,SE,United States,M,Denmark,50,Bachelor,9,Automotive,5.2
AI Research Scientist,EN,Singapore,L,Singapore,0,PhD,0,Government,5.4
Machine Learning Engineer,MI,India,L,India,50,Master,4,Technology,8.4
Robotics Engineer,EN,Sweden,M,Sweden,50,PhD,1,Education,9.8
Autonomous Systems Engineer,EN,South Korea,S,Chile,50,Master,0,Energy,8.2
Data Engineer,MI,France,S,France,50,PhD,4,Gaming,5.3
